faixa_etaria,genero,etnia,idade,pcd,xp_profissional_prejudicada,uf_residencia,nivel_ensino,area_formacao,situacao_trabalho,cargo_atual,faixa_salarial,tempo_experiencia_dados,satisfacao_remuneracao,importancia_salario_escolha_emprego,satisfacao_beneficios,importancia_beneficios_escolha_emprego
17-21,Feminino,Branca,21,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Analista de BI/BI Analyst,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,,1.0,,1.0
17-21,Feminino,Branca,21,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SC,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Analista de BI/BI Analyst,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,,1.0,,0.0
17-21,Masculino,Branca,21,Não,,DF,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,,1.0,,1.0
17-21,Masculino,Amarela,21,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Estudante de Graduação,Outra opção,Estagiário,Analista de Negócios/Business Analyst,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,,1.0,,1.0
17-21,Feminino,Branca,21,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",ES,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Cientista de Dados/Data Scientist,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,,1.0,,0.0
17-21,Masculino,Preta,21,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",SP,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de BI/BI Analyst,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,0.0,0.0,0.0,0.0
17-21,Masculino,Branca,21,Não,,DF,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Analista de Dados/Data Analyst,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,0.0,0.0,0.0,0.0
17-21,Masculino,Branca,21,Não,,MG,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Cientista de Dados/Data Scientist,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,,0.0,,0.0
17-21,Feminino,Branca,21,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,DF,Estudante de Graduação,Outra opção,Estagiário,Analista de Dados/Data Analyst,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,1.0,1.0,0.0,0.0
17-21,Masculino,Branca,21,Não,,DF,Estudante de Graduação,Outra opção,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,,1.0,,0.0
17-21,Masculino,Branca,21,Não,,GO,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Analista de Dados/Data Analyst,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,,0.0,,0.0
17-21,Feminino,Branca,21,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,MG,Não tenho graduação formal,,Empregado (CLT),Outra Opção,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,0.0,0.0,0.0,0.0
17-21,Feminino,Parda,21,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",GO,Estudante de Graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Estagiário,Analista de Dados/Data Analyst,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,0.0,1.0,1.0,1.0
17-21,Masculino,Branca,21,Não,,RJ,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Cientista de Dados/Data Scientist,Menos de R$ 1.000/mês,de 1 a 2 anos,1.0,1.0,0.0,0.0
17-21,Masculino,Branca,21,Não,,SP,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de BI/BI Analyst,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,,0.0,,0.0
17-21,Masculino,Branca,21,Não,,TO,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,1.0,1.0,0.0,0.0
17-21,Masculino,Branca,21,Não,,RS,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,,0.0,,0.0
17-21,Masculino,Branca,21,Não,,CE,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Cientista de Dados/Data Scientist,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,,1.0,,0.0
17-21,Masculino,Branca,21,Não,,RS,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,,1.0,,1.0
17-21,Masculino,Branca,21,Não,,SP,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,,1.0,,1.0
17-21,Masculino,Branca,21,Não,,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Negócios/Business Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,,1.0,,1.0
17-21,Feminino,Branca,21,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",PR,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,,0.0,,1.0
17-21,Masculino,Branca,21,Não,,PB,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Menos de R$ 1.000/mês,de 1 a 2 anos,1.0,1.0,0.0,0.0
17-21,Masculino,Branca,21,Não,,SP,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,,0.0,,0.0
17-21,Masculino,Branca,21,Não,,RS,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Suporte/Analista Técnico,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,1.0,1.0,0.0,0.0
17-21,Masculino,Parda,21,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Analista de Dados/Data Analyst,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,,1.0,,1.0
17-21,Masculino,Branca,21,Não,,SP,Estudante de Graduação,Outra opção,Estagiário,Cientista de Dados/Data Scientist,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,,1.0,,0.0
17-21,Masculino,Branca,21,Não,,SP,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Outra Opção,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,,1.0,,0.0
17-21,Feminino,Parda,21,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",RJ,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,,1.0,,0.0
17-21,Feminino,Branca,21,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,MG,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,,0.0,,0.0
17-21,Masculino,Preta,21,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,RJ,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,,1.0,,1.0
17-21,Masculino,Branca,21,Não,,MG,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Cientista de Dados/Data Scientist,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,0.0,1.0,1.0,0.0
17-21,Masculino,Amarela,21,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Outra Opção,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,,1.0,,0.0
17-21,Masculino,Parda,21,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,PI,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,,1.0,,0.0
17-21,Masculino,Preta,21,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",PR,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,,1.0,,1.0
17-21,Masculino,Branca,21,Não,,RS,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,0.0,1.0,1.0,0.0
17-21,Feminino,Parda,21,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",PR,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de BI/BI Analyst,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,1.0,1.0,1.0,0.0
17-21,Masculino,Branca,21,Não,,RS,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de BI/BI Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,0.0,1.0,0.0,0.0
17-21,Masculino,Branca,21,Não,,MG,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de BI/BI Analyst,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,,1.0,,1.0
17-21,Masculino,Branca,21,Não,,SP,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Analista de Suporte/Analista Técnico,Menos de R$ 1.000/mês,de 1 a 2 anos,1.0,1.0,1.0,0.0
17-21,Masculino,Parda,21,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Engenheiro de Dados/Data Engineer/Data Architect,Menos de R$ 1.000/mês,Não tenho experiência na área de dados,1.0,0.0,0.0,0.0
17-21,Feminino,Parda,21,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",PE,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Analista de Dados/Data Analyst,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,,1.0,,1.0
17-21,Masculino,Preta,21,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,DF,Não tenho graduação formal,,Empregado (CLT),Outra Opção,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,1.0,1.0,1.0,0.0
17-21,Masculino,Branca,21,Não,,DF,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,,1.0,,0.0
17-21,Feminino,Branca,21,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",CE,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Cientista de Dados/Data Scientist,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,0.0,1.0,1.0,0.0
17-21,Masculino,Preta,21,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,PI,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,,1.0,,0.0
17-21,Masculino,Branca,21,Não,,RS,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,0.0,0.0,0.0,0.0
17-21,Feminino,Preta,21,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,0.0,1.0,1.0,0.0
17-21,Masculino,Parda,21,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,PR,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Suporte/Analista Técnico,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,,1.0,,1.0
22-24,Masculino,Parda,22,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",MG,Pós-graduação,Outra opção,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,,0.0,,0.0
22-24,Masculino,Branca,22,Não,,PR,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,1.0,1.0,1.0,0.0
22-24,Feminino,Preta,22,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",RJ,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,,1.0,,0.0
22-24,Masculino,Branca,22,Não,,RJ,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Outra Opção,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,0.0,1.0,0.0,0.0
22-24,Feminino,Branca,22,Sim,"Sim, acredito que minha experiência profissional seja afetada devido ao fato de ser PCD",MG,Estudante de Graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,,1.0,,1.0
22-24,Feminino,Branca,22,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",MG,Estudante de Graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Empregado (CLT),Analista de BI/BI Analyst,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,1.0,1.0,0.0,0.0
22-24,Masculino,Parda,22,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Analytics Engineer,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,,1.0,,1.0
22-24,Feminino,Branca,22,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,MG,Estudante de Graduação,Outra opção,Estagiário,Outra Opção,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,,0.0,,0.0
22-24,Masculino,Amarela,22,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,PR,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Analista de BI/BI Analyst,Menos de R$ 1.000/mês,Menos de 1 ano,,1.0,,1.0
22-24,Masculino,Amarela,22,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,RJ,Estudante de Graduação,Outras Engenharias (não incluir engenharia de software ou TI),Estagiário,Analytics Engineer,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,1.0,0.0,0.0,0.0
22-24,Masculino,Branca,22,Não,,SP,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analytics Engineer,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,0.0,0.0,0.0,0.0
22-24,Masculino,Branca,22,Não,,RJ,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Analytics Engineer,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,,1.0,,0.0
22-24,Feminino,Branca,22,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",SP,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,1.0,1.0,1.0,1.0
22-24,Masculino,Branca,22,Não,,MG,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,,1.0,,0.0
22-24,Masculino,Preta,22,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,SP,Estudante de Graduação,Outras Engenharias (não incluir engenharia de software ou TI),Empregado (CLT),Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,,1.0,,0.0
22-24,Masculino,Branca,22,Não,,PB,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,,1.0,,0.0
22-24,Masculino,Branca,22,Não,,SP,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Estagiário,Outra Opção,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,0.0,1.0,0.0,0.0
22-24,Masculino,Branca,22,Não,,MG,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,,1.0,,0.0
22-24,Masculino,Branca,22,Não,,RS,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de BI/BI Analyst,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,,1.0,,0.0
22-24,Masculino,Branca,22,Não,,PR,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,,1.0,,1.0
22-24,Masculino,Parda,22,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,RJ,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,1.0,1.0,0.0,0.0
22-24,Masculino,Branca,22,Não,,PE,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Outras Engenharias (não inclui dev),de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,,1.0,,0.0
22-24,Masculino,Branca,22,Não,,CE,Estudante de Graduação,Outras Engenharias (não incluir engenharia de software ou TI),Estagiário,Cientista de Dados/Data Scientist,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,,1.0,,0.0
